rank,bigram,pmi,frequency,message_count,contains_entity_term,network_score,first_seen,last_seen,example_message_id,example_timestamp,example_text,word_1,word_2
152,iranian delegation,6.0030580309069475,14,13,False,84.04281243269726,2026-04-10 20:42:02+00:00,2026-04-12 04:09:16+00:00,184895,2026-04-10 20:42:02+00:00,Iranian delegation reaches Islamabad for talks with US; Tehran stresses acceptance of preconditions A high-ranking Iranian delegation arrives in the...,iranian,delegation
153,iranian nation,5.973310687512898,16,15,False,95.57297100020637,2026-04-07 13:10:00+00:00,2026-04-14 01:02:27+00:00,184277,2026-04-07 13:10:00+00:00,"Ayatollah Makarem Shirazi calls for unity and steadfastness in ‘sacred resistance’ against enemy Grand Ayatollah Naser Makarem Shirazi, in a message on...",iranian,nation
154,president pezeshkian,5.93880723730908,15,13,False,89.0821085596362,2026-04-08 12:45:36+00:00,2026-04-13 13:10:50+00:00,184443,2026-04-08 12:45:36+00:00,📸 Iran's President Pezeshkian holds a phone conversation with Azerbaijani President Aliyev to discuss the latest regional developments. 🔹 President Aliyev...,president,pezeshkian
155,martyred leader,5.916643279089477,9,9,False,53.2497895118053,2026-04-08 01:37:56+00:00,2026-04-14 03:30:16+00:00,184387,2026-04-08 01:37:56+00:00,"""If you resist, you will CONQUER THE PEAK"" In a speech to Iranian youth, the Martyred Leader of the Islamic Revolution vowed that through resistance they...",martyred,leader
156,hezbollah chief,5.905502721484277,5,5,False,29.527513607421383,2026-04-10 12:22:03+00:00,2026-04-13 23:14:38+00:00,184824,2026-04-10 12:22:03+00:00,"🔴 Hezbollah chief praises bravery, steadfastness of resistance fighters in letter to nation 🔺 Naim Qassem: Blood of our martyrs contributed to victory...",hezbollah,chief
157,israeli warplanes,5.793444214291803,7,7,False,40.55410950004262,2026-04-10 08:25:52+00:00,2026-04-12 11:12:33+00:00,184794,2026-04-10 08:25:52+00:00,Israeli warplanes carry out an airstrike on the town of Shahabiyeh in southern Lebanon. @PressTV,israeli,warplanes
158,forces targeted,5.748956749843163,5,5,False,28.744783749215816,2026-04-08 04:55:16+00:00,2026-04-14 08:30:01+00:00,184398,2026-04-08 04:55:16+00:00,📷 Four people were killed after Israeli forces targeted an ambulance in southern Lebanon. @PressTV,forces,targeted
159,blockade strait,5.694250857753028,10,9,False,56.942508577530276,2026-04-12 20:59:58+00:00,2026-04-14 16:39:41+00:00,185208,2026-04-12 20:59:58+00:00,"US president Donald Trump announced a naval blockade of the Strait of Hormuz, blockading any and all ships trying to enter or leave the strategic waterway....",blockade,strait
160,day martyrdom,5.6854903309997695,12,12,False,68.22588397199723,2026-04-08 06:46:44+00:00,2026-04-11 16:04:56+00:00,184404,2026-04-08 06:46:44+00:00,"✍ Feature - Leader's 40th day of martyrdom seals US defeat: A look at his 37-year illustrious legacy From seminary to battlefield, presidency to Leadership,...",day,martyrdom
161,celebrate iran's,5.531800976872864,8,7,False,44.25440781498291,2026-04-08 01:12:09+00:00,2026-04-12 07:03:57+00:00,184383,2026-04-08 01:12:09+00:00,"Iranians in the capital city of Tehran, celebrate Iran’s victory in the American-Zionist-imposed war following the announcement of a two-week ceasefire....",celebrate,iran's
162,iranian negotiators,5.517631203736707,5,5,False,27.588156018683534,2026-04-11 14:54:50+00:00,2026-04-11 18:00:01+00:00,184997,2026-04-11 14:54:50+00:00,Iranian negotiators present conditions to Pakistan under 10-point proposal: FM spox Iranian Foreign Ministry spokesperson Esmail Baghaei says the Iranian...,iranian,negotiators
163,hezbollah resistance,5.4725433142081705,8,8,False,43.780346513665364,2026-04-08 18:04:28+00:00,2026-04-10 04:29:04+00:00,184505,2026-04-08 18:04:28+00:00,"📸 IOF announces the death of 20 year-old Staff Sergeant Touvel Yosef Lifshiz, who was killed in clashes with Hezbollah resistance fighters in Lebanon. @PressTV",hezbollah,resistance
164,former foreign,5.436017438183056,5,5,False,27.18008719091528,2026-04-09 21:15:01+00:00,2026-04-11 11:45:01+00:00,184700,2026-04-09 21:15:01+00:00,"📸 Seyyed Kamal Kharrazi, Iran's former Foreign Minister and foreign policy advisor to Iran's Leader, has attained martyrdom following the US-Israeli...",former,foreign
165,across lebanon,5.431571533151864,9,9,False,48.88414379836678,2026-04-08 12:07:02+00:00,2026-04-12 11:51:09+00:00,184436,2026-04-08 12:07:02+00:00,▶️ Clouds of smoke rise across the Beirut skyline as Israeli forces conduct massive bombing campaign across Lebanon. @PressTV,across,lebanon
166,israeli airstrike,5.414932591038076,20,20,False,108.2986518207615,2026-04-08 00:45:00+00:00,2026-04-14 02:45:10+00:00,184380,2026-04-08 00:45:00+00:00,Iran’s Jewish community condemns US-Israeli attack on synagogue in Tehran The Iranian Jewish community has condemned the US-Israeli airstrike on a Synagogue...,israeli,airstrike
167,martyrdom ayatollah,5.404308578455719,8,8,False,43.234468627645754,2026-04-09 07:48:31+00:00,2026-04-10 22:40:18+00:00,184604,2026-04-09 07:48:31+00:00,▶️ Hussein al-Bukhaiti asserted that the war that led to the martyrdom of Ayatollah Seyyed Ali Khamenei and the Minab schoolchildren 40 days ago has united...,martyrdom,ayatollah
168,israeli coalition,5.378406715012959,6,5,False,32.27044029007776,2026-04-07 10:44:50+00:00,2026-04-10 17:50:01+00:00,184257,2026-04-07 10:44:50+00:00,BREAKING: Press TV has obtained exclusive information regarding the recent operation carried out by the US-Israeli coalition in Isfahan that reveals a major...,israeli,coalition
169,iranian negotiating,5.365628110291658,5,5,False,26.82814055145829,2026-04-11 07:42:50+00:00,2026-04-12 14:12:03+00:00,184936,2026-04-11 07:42:50+00:00,The Iranian negotiating team is scheduled to meet with Pakistani Prime Minister Shehbaz Sharif at 1:00 PM Islamabad time. @PressTV,iranian,negotiating
170,southern lebanese,5.365628110291658,5,5,False,26.82814055145829,2026-04-10 12:50:08+00:00,2026-04-11 20:45:01+00:00,184831,2026-04-10 12:50:08+00:00,▶️ An Israeli airstrike has targeted the southern Lebanese town of Kfar Rumman. @PressTV,southern,lebanese
171,israeli airstrikes,5.308017387121563,20,20,False,106.16034774243126,2026-04-07 20:45:44+00:00,2026-04-12 11:34:03+00:00,184350,2026-04-07 20:45:44+00:00,US-Israeli airstrikes targeted Iran's Arak aluminum plant and the Fajr Petrochemical Complex in Mahshahr. @PressTV,israeli,airstrikes
172,ayatollah khamenei,5.295602319013218,10,9,False,52.956023190132186,2026-04-09 02:45:00+00:00,2026-04-09 18:08:11+00:00,184568,2026-04-09 02:45:00+00:00,"Tehran residents thronged Enghelab Square to mark the 40th day of mourning for Ayatollah Khamenei, the late Leader of the Islamic Revolution. @PressTV",ayatollah,khamenei
173,ceasefire agreement,5.287625598290385,6,6,False,31.725753589742308,2026-04-08 13:27:12+00:00,2026-04-10 06:45:38+00:00,184450,2026-04-08 13:27:12+00:00,▶️ India and China started ordering immediate shipments of Iranian crude after the announcement of a two-week ceasefire agreement between Tehran and...,ceasefire,agreement
174,president mohammad,5.287173696942638,8,8,False,42.297389575541104,2026-04-08 08:35:16+00:00,2026-04-14 16:59:41+00:00,184417,2026-04-08 08:35:16+00:00,"📷 Iranian Vice President Mohammad Reza Aref: Good morning to victory! Today, history has turned a new page—the world has welcomed a new center of power, and...",president,mohammad
175,minister seyyed,5.272041703071931,9,9,False,47.44837532764738,2026-04-08 14:05:01+00:00,2026-04-10 15:30:21+00:00,184458,2026-04-08 14:05:01+00:00,📸 Iran's Foreign Minister Seyyed Abbas Araghchi has held a phone conversation with Pakistan's Army Chief of Staff Field Marshal Syed Asim Munir. 🔹 Abbas...,minister,seyyed
176,support islamic,5.266092436740744,8,8,False,42.12873949392595,2026-04-10 18:10:01+00:00,2026-04-13 22:15:47+00:00,184881,2026-04-10 18:10:01+00:00,▶️ Iranian patriots continue nationwide nightly rallies in support of the Islamic Republic and the Iranian Armed Forces. @PressTV,support,islamic
177,talks islamabad,5.247355874159158,17,17,False,89.20504986070569,2026-04-11 07:33:10+00:00,2026-04-13 09:07:29+00:00,184933,2026-04-11 07:33:10+00:00,Images from the venue of Iran-US talks in Islamabad. @PressTV,talks,islamabad
178,days aggression,5.189778274892241,5,5,False,25.948891374461205,2026-04-08 14:20:30+00:00,2026-04-12 23:19:14+00:00,184467,2026-04-08 14:20:30+00:00,"✍ Explainer: Iran's 10-point proposal that forced US surrender after 40 days of aggression After 40 days of the imposed war, the US was forced to retreat and...",days,aggression
179,khamenei late,5.166319302068251,5,5,False,25.831596510341257,2026-04-09 02:45:00+00:00,2026-04-10 14:00:01+00:00,184568,2026-04-09 02:45:00+00:00,"Tehran residents thronged Enghelab Square to mark the 40th day of mourning for Ayatollah Khamenei, the late Leader of the Islamic Revolution. @PressTV",khamenei,late
180,iranian armed,5.128588912990807,14,14,False,71.8002447818713,2026-04-07 12:28:12+00:00,2026-04-13 19:07:07+00:00,184271,2026-04-07 12:28:12+00:00,"Press TV's Maryam Azarchehr says Iranian armed forces were ready for the US operation in Isfahan based on received intelligence, suggesting earlier remarks...",iranian,armed
181,aftermath israeli,4.918975096375663,6,6,False,29.513850578253976,2026-04-08 11:55:01+00:00,2026-04-12 20:28:38+00:00,184435,2026-04-08 11:55:01+00:00,"▶️ Footage captures the aftermath of the Israeli attacks on the Lebanese capital, Beirut. @PressTV",aftermath,israeli
182,israeli aggression,4.907100996087371,33,31,False,161.93433287088322,2026-04-07 07:23:56+00:00,2026-04-14 11:05:01+00:00,184239,2026-04-07 07:23:56+00:00,"US-Israeli aggression on Iran: What happened on 38th day of the imposed war Thirty-eight days into the US-Israeli war on Iran, which began on February 28...",israeli,aggression
183,iran's parliament,4.768840174173711,12,12,False,57.22608209008453,2026-04-08 18:30:01+00:00,2026-04-14 11:29:43+00:00,184507,2026-04-08 18:30:01+00:00,📸 Speaker of Iran's Parliament Mohammad Bagher Ghalibaf issues a statement on the violation of three key clauses in the 10-point ceasefire agreement. @PressTV,iran's,parliament
184,new leader,4.754371850190598,7,7,False,33.28060295133419,2026-04-09 09:27:18+00:00,2026-04-12 02:45:01+00:00,184621,2026-04-09 09:27:18+00:00,"▶️ On the 40th day of mourning for Ayatollah Seyyed Ali Khamenei, Press TV’s Moeen Amini reports that Iranians declared their support for the new Leader of...",new,leader
185,us senator,4.670482691820077,7,7,False,32.693378842740536,2026-04-08 00:54:32+00:00,2026-04-14 01:32:25+00:00,184381,2026-04-08 00:54:32+00:00,"US Senator Ed Markey states that Trump ""cannot simply threaten war crimes with impunity,"" adding, ""Congress must reconvene immediately to end this war and...",us,senator
186,islamabad negotiations,4.628662516125452,5,5,False,23.14331258062726,2026-04-11 06:48:01+00:00,2026-04-12 10:36:49+00:00,184930,2026-04-11 06:48:01+00:00,"▶️ The Iranian delegation is in Pakistani capital, Islamabad, for negotiations with the US aimed at securing a permanent ceasefire following weeks of US-...",islamabad,negotiations
187,islamabad talks,4.6193246515461155,11,11,False,50.81257116700727,2026-04-10 20:42:02+00:00,2026-04-14 09:30:22+00:00,184895,2026-04-10 20:42:02+00:00,Iranian delegation reaches Islamabad for talks with US; Tehran stresses acceptance of preconditions A high-ranking Iranian delegation arrives in the...,islamabad,talks
188,martyrdom leader,4.563006324474776,6,6,False,27.378037946848654,2026-04-09 07:19:26+00:00,2026-04-12 12:01:20+00:00,184596,2026-04-09 07:19:26+00:00,▶️ Millions of Iranians throng streets to mark 40 days since martyrdom of Leader of Islamic Revolution Ayatollah Seyyed Ali Khamenei. @PressTV,martyrdom,leader
189,iran's foreign,4.543773618538939,22,22,False,99.96301960785667,2026-04-08 14:05:01+00:00,2026-04-14 10:35:04+00:00,184458,2026-04-08 14:05:01+00:00,📸 Iran's Foreign Minister Seyyed Abbas Araghchi has held a phone conversation with Pakistan's Army Chief of Staff Field Marshal Syed Asim Munir. 🔹 Abbas...,iran's,foreign
190,iran's ambassador,4.505805768339918,5,5,False,22.529028841699592,2026-04-08 06:05:16+00:00,2026-04-14 02:32:23+00:00,184401,2026-04-08 06:05:16+00:00,Iran’s ambassador in Geneva called on members of the Biological Weapons Convention to denounce attacks on the Iranian Pasteur Institute. He emphasized that...,iran's,ambassador
191,iran's point,4.476659422680401,7,6,False,31.336615958762806,2026-04-07 23:42:07+00:00,2026-04-10 14:35:08+00:00,184371,2026-04-07 23:42:07+00:00,Iran's 10-point conditions that the US has accepted: The US is fundamentally committed to: 🔹 Non-aggression 🔹 Continuation of Iran's control over the Strait...,iran's,point
192,israeli regime,4.471516119404443,18,18,False,80.48729014927997,2026-04-07 14:25:02+00:00,2026-04-14 15:59:41+00:00,184287,2026-04-07 14:25:02+00:00,A bridge in Mianeh in Northwestern Iran was bombed and destroyed by the Israeli regime. @PressTV,israeli,regime
193,trump's war,4.4561953201206865,8,8,False,35.64956256096549,2026-04-07 13:46:01+00:00,2026-04-13 01:00:14+00:00,184281,2026-04-07 13:46:01+00:00,Former Rep. Marjorie Taylor Greene requests 25TH amendment to be activated following Trump's war crime threats Afghanistan three whole Iranian nation and...,trump's,war
194,iran's victory,4.455179695269951,10,9,False,44.55179695269951,2026-04-08 01:12:09+00:00,2026-04-12 07:03:57+00:00,184383,2026-04-08 01:12:09+00:00,"Iranians in the capital city of Tehran, celebrate Iran’s victory in the American-Zionist-imposed war following the announcement of a two-week ceasefire....",iran's,victory
195,attacks lebanon,4.438524293793632,8,7,False,35.50819435034906,2026-04-08 20:01:02+00:00,2026-04-11 12:33:00+00:00,184520,2026-04-08 20:01:02+00:00,"Spanish PM Sánchez condemned Israel’s “harsh attacks” on Lebanon, stressing that the two-week US-Iran ceasefire deal must also include Lebanon. @PressTV",attacks,lebanon
196,iran entered,4.31316069039752,7,6,False,30.192124832782643,2026-04-07 19:40:06+00:00,2026-04-13 08:15:01+00:00,184343,2026-04-07 19:40:06+00:00,"Global quagmire triggered by US-Israeli bombing of Iran’s petrochemical sector In the early hours of Sunday, as Iran entered the first working days of the...",iran,entered
197,israeli strikes,4.301591117962131,16,13,False,68.8254578873941,2026-04-08 23:07:20+00:00,2026-04-13 21:12:30+00:00,184543,2026-04-08 23:07:20+00:00,Here are the photos of the Lebanese children killed by Israeli strikes in the past 24 hours. @PressTV,israeli,strikes
198,us destroyers,4.225697849147183,8,7,False,33.805582793177464,2026-04-12 12:08:36+00:00,2026-04-14 05:25:41+00:00,185150,2026-04-12 12:08:36+00:00,"🔺 Press TV Exclusive: US destroyers' Strait of Hormuz transit stunt failed, came close to destruction The US military’s attempt to sail two destroyers...",us,destroyers
199,israeli attacks,4.176772853843309,15,13,False,62.65159280764963,2026-04-07 06:32:01+00:00,2026-04-12 11:51:09+00:00,184229,2026-04-07 06:32:01+00:00,‘Such barbarism is unprecedented in modern history’: Iran condemns US-Israeli attacks on universities Iran has condemned the US-Israeli attacks on...,israeli,attacks
200,stance us,4.158583653288645,6,5,False,24.951501919731868,2026-04-10 07:27:11+00:00,2026-04-14 10:35:04+00:00,184789,2026-04-10 07:27:11+00:00,Araghchi hails Spain's ‘principled’ stance against anti-Iran aggression Iran’s Foreign Minister Abbas Araghchi has praised Spain over its “principled and...,stance,us
201,talks united,4.066783628517337,5,5,False,20.333918142586683,2026-04-10 13:27:19+00:00,2026-04-11 22:00:01+00:00,184836,2026-04-10 13:27:19+00:00,Iran forced Israel to halt attacks on Beirut by threatening to withdraw from talks with US: Source to Press TV Intense pressure and the threat to withdraw...,talks,united
202,us must,4.033052771204785,7,6,False,28.231369398433493,2026-04-08 15:20:10+00:00,2026-04-11 12:54:49+00:00,184474,2026-04-08 15:20:10+00:00,"📸 ""Ceasefire either on all fronts or on no front"" Ebrahim Rezaei, spokesman of the Iranian Parliament's National Security Commission, says the Lebanese have...",us,must
203,iranian missile,3.996394300625937,6,6,False,23.978365803755622,2026-04-07 06:58:52+00:00,2026-04-10 20:52:31+00:00,184236,2026-04-07 06:58:52+00:00,▶️ Video shows show the aftermath of Iranian missile strikes hitting Tel Aviv. @PressTV,iranian,missile
204,iran's first,3.9912325955101604,5,4,False,19.956162977550804,2026-04-12 15:07:11+00:00,2026-04-14 16:59:41+00:00,185176,2026-04-12 15:07:11+00:00,Iran will stand firm on defending rights from Hormuz to compensation: VP Iran’s First Vice President Mohammad Reza Aref says Tehran will stand firm on...,iran's,first
205,iran's speaker,3.875755378090222,6,6,False,23.254532268541332,2026-04-09 20:30:45+00:00,2026-04-11 17:16:01+00:00,184691,2026-04-09 20:30:45+00:00,📸 Iran's Speaker of Parliament Mohammad Bagher Ghalibaf warns that time is running out as Israeli aggressions in Lebanon continue. @PressTV,iran's,speaker
206,islamic resistance,3.7400236250731567,5,4,False,18.700118125365783,2026-04-08 02:22:54+00:00,2026-04-13 23:14:38+00:00,184390,2026-04-08 02:22:54+00:00,Suspension of Operations by the Islamic Resistance in Iraq The Islamic Resistance in Iraq announced on Wednesday that it will suspend its military operations...,islamic,resistance
207,israeli threats,3.7230548864004067,5,5,False,18.615274432002032,2026-04-07 13:25:04+00:00,2026-04-13 22:15:47+00:00,184280,2026-04-07 13:25:04+00:00,Iranian patriots form human chain on the White Bridge of Ahvaz in southern Iran following American-Israeli threats of destruction of Iran's vital civilian...,israeli,threats
208,israeli forces,3.723054886400405,15,15,False,55.845823296006074,2026-04-07 12:08:17+00:00,2026-04-14 08:30:01+00:00,184269,2026-04-07 12:08:17+00:00,Israeli forces attacked Tabriz-Hashtrood bridge in Northwestern Iran. @PressTV,israeli,forces
209,israeli prime,3.6779669968718682,6,6,False,22.06780198123121,2026-04-08 16:20:32+00:00,2026-04-13 09:35:01+00:00,184482,2026-04-08 16:20:32+00:00,Trump aides called Netanyahu’s regime change plan in Iran ‘farcical’: Report Top US officials told President Donald Trump that Israeli prime minister...,israeli,prime
210,republic iran,3.6501956776750912,6,6,False,21.901174066050547,2026-04-07 18:03:04+00:00,2026-04-12 18:19:49+00:00,184329,2026-04-07 18:03:04+00:00,Iravani: Iran Firmly Rejects Temporary Ceasefire The Permanent Representative of the Islamic Republic of Iran to the United Nations emphasized that Iran...,republic,iran
211,war iran,3.6228451895301372,44,41,False,159.40518833932603,2026-04-07 06:13:51+00:00,2026-04-14 10:35:04+00:00,184227,2026-04-07 06:13:51+00:00,"Nepal has extended weekends to two days amid a fuel crisis triggered by the US-Israeli war on Iran, due to rising prices and supply chain disruptions. @PressTV",war,iran
212,us israeli,3.599066169124953,104,91,False,374.3028815889951,2026-04-07 06:13:51+00:00,2026-04-14 13:20:01+00:00,184227,2026-04-07 06:13:51+00:00,"Nepal has extended weekends to two days amid a fuel crisis triggered by the US-Israeli war on Iran, due to rising prices and supply chain disruptions. @PressTV",us,israeli
213,condemned us,3.547625944034545,5,5,False,17.738129720172722,2026-04-07 06:32:01+00:00,2026-04-14 08:45:58+00:00,184229,2026-04-07 06:32:01+00:00,‘Such barbarism is unprecedented in modern history’: Iran condemns US-Israeli attacks on universities Iran has condemned the US-Israeli attacks on...,condemned,us
214,us vice,3.530552430675602,6,6,False,21.183314584053612,2026-04-09 02:30:00+00:00,2026-04-12 11:26:03+00:00,184566,2026-04-09 02:30:00+00:00,"US Vice President JD Vance called Lebanon’s inclusion in the ceasefire a “legitimate misunderstanding,” while Pakistan’s ambassador to the US and Prime...",us,vice
215,hormuz strait,3.4659818700799114,5,5,False,17.329909350399557,2026-04-11 16:07:48+00:00,2026-04-13 04:20:01+00:00,185014,2026-04-11 16:07:48+00:00,"🔴 Iran rejects US claims of warship passing through the Hormuz Strait, calls them ‘unrealistic’ @PressTV",hormuz,strait
216,israeli attack,3.4149325910380757,5,5,False,17.074662955190377,2026-04-08 00:45:00+00:00,2026-04-13 12:58:19+00:00,184380,2026-04-08 00:45:00+00:00,Iran’s Jewish community condemns US-Israeli attack on synagogue in Tehran The Iranian Jewish community has condemned the US-Israeli airstrike on a Synagogue...,israeli,attack
217,destruction us,3.3549808660921503,5,5,False,16.77490433046075,2026-04-10 20:52:31+00:00,2026-04-12 23:45:44+00:00,184896,2026-04-10 20:52:31+00:00,Massive destruction of the US base at Al-Udeid in Qatar following Iranian missile attacks. @PressTV,destruction,us
218,end us,3.3549808660921503,5,4,False,16.77490433046075,2026-04-08 11:08:16+00:00,2026-04-14 08:10:05+00:00,184429,2026-04-08 11:08:16+00:00,Peace contingent on end to US-Israeli aggression under Iran’s terms: Ambassador 🔹Iran’s ambassador to France says any peace effort is contingent upon an end...,end,us
219,american israeli,3.3486593716189095,9,9,False,30.137934344570183,2026-04-07 11:27:39+00:00,2026-04-13 07:58:35+00:00,184263,2026-04-07 11:27:39+00:00,Press TV Exclusive: US suffered major strategic defeat in the failed Isfahan operation Information obtained by Press TV regarding the recent operation by the...,american,israeli
220,killed israeli,3.29094387376262,6,6,False,19.74566324257572,2026-04-07 16:30:29+00:00,2026-04-11 18:50:29+00:00,184319,2026-04-07 16:30:29+00:00,Three killed as Israeli consulate attacked in Turkish city of Istanbul At least three people have been killed and two police officers injured in an exchange...,killed,israeli
221,day war,3.281697588888548,7,5,False,22.971883122219836,2026-04-08 12:15:01+00:00,2026-04-11 17:10:01+00:00,184438,2026-04-08 12:15:01+00:00,Iran VP: Victory in 40-day war fruit of ‘Khamenei school of thought’ Vice President Mohammad Reza Aref has stated that Iran’s victory in the 40-day war...,day,war
222,iranian foreign,3.266092436740742,7,7,False,22.862647057185193,2026-04-07 19:11:42+00:00,2026-04-13 23:34:09+00:00,184338,2026-04-07 19:11:42+00:00,Civilized Iran will win over US logic of brute force: FM spokesman The spokesman of the Iranian Foreign Ministry has reacted to threats by US President...,iranian,foreign
223,victory us,3.175071776077216,8,7,False,25.400574208617726,2026-04-07 23:32:04+00:00,2026-04-12 07:03:57+00:00,184366,2026-04-07 23:32:04+00:00,"Iran declares 'historic victory' over US, says enemy forced to accept its proposal Iran has declared a ""historic and crushing defeat"" of the United States...",victory,us
224,israeli war,3.1672590508441356,23,23,False,72.84695816941512,2026-04-07 06:13:51+00:00,2026-04-14 10:35:04+00:00,184227,2026-04-07 06:13:51+00:00,"Nepal has extended weekends to two days amid a fuel crisis triggered by the US-Israeli war on Iran, due to rising prices and supply chain disruptions. @PressTV",israeli,war
225,following israeli,3.1495880245170813,8,8,False,25.19670419613665,2026-04-07 14:15:03+00:00,2026-04-12 02:00:35+00:00,184286,2026-04-07 14:15:03+00:00,"Iranian musician Ali Ghamsari, for the second consecutive day, played ""Vatan (Homeland)"" near the Damavand power plant following Israeli and American threats...",following,israeli
226,aggression iran,3.082863070975728,13,12,False,40.07721992268446,2026-04-07 07:23:56+00:00,2026-04-14 07:10:02+00:00,184239,2026-04-07 07:23:56+00:00,"US-Israeli aggression on Iran: What happened on 38th day of the imposed war Thirty-eight days into the US-Israeli war on Iran, which began on February 28...",aggression,iran
227,us israel,3.0532306531424176,18,18,False,54.95815175656352,2026-04-07 14:40:00+00:00,2026-04-14 08:55:11+00:00,184289,2026-04-07 14:40:00+00:00,The US and Israel have attacked a synagogue in a Jewish neighborhood in central Tehran. Press TV's Moeen Amini reports from Tehran @PressTV,us,israel
228,iran warns,3.0501262845637296,5,5,False,15.250631422818648,2026-04-07 17:25:01+00:00,2026-04-13 11:10:02+00:00,184326,2026-04-07 17:25:01+00:00,‘Assault on humanity’s shared heritage’: Iran warns UNESCO about Israeli threats to national railway Iran’s minister of culture has warned UNESCO over...,iran,warns
229,iranian people,3.015130863207524,5,5,False,15.075654316037621,2026-04-08 11:46:06+00:00,2026-04-12 19:16:53+00:00,184434,2026-04-08 11:46:06+00:00,"📸 Former-IRGC commander, Mohsen Rezaei, says the US President was forced to accept Iran's 10-point truce following the resilience and resistance of the...",iranian,people
